date,song,artist,rank,last_week,peak_position,weeks_in_charts,image_url
2003-09-17,Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,12,12,12,8,#
2003-09-17,My Love Is Like... Wo,Mya,13,13,13,13,#
2003-09-17,Let's Get Down,Bow Wow Featuring Baby,14,16,14,12,#
2003-09-17,The Remedy (I Won't Worry),Jason Mraz,15,15,15,21,#
2003-09-17,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,16,20,16,9,#
2003-09-17,Never Leave You - Uh Ooh; Uh Oooh!,Lumidee,17,11,3,17,#
2003-09-17,Drift Away,Uncle Kracker Featuring Dobie Gray,18,14,9,26,#
2003-09-17,Calling All Angels,Train,19,19,19,18,https://charts-static.billboard.com/img/2003/04/train-z35-106x106.jpg
2003-09-17,The Boys Of Summer,The Ataris,20,23,20,9,#
2003-09-17,It's Five O'Clock Somewhere,Alan Jackson & Jimmy Buffett,21,17,17,13,https://charts-static.billboard.com/img/2003/06/alan-jackson-jbt-itsfiveoclocksomewhere-yan-180x180.jpg
2003-09-17,Thoia Thoing,R. Kelly,22,22,22,10,#
2003-09-17,Can't Stop; Won't Stop,Young Gunz,23,27,23,7,#
2003-09-17,In Those Jeans,Ginuwine,24,18,8,15,#
2003-09-17,What Was I Thinkin',Dierks Bentley,25,26,25,14,#
2003-09-17,Are You Happy Now?,Michelle Branch,26,24,16,17,#
2003-09-17,Like Glue,Sean Paul,27,29,13,16,#
2003-09-17,Bring Me To Life,Evanescence Featuring Paul McCoy,28,28,5,28,https://charts-static.billboard.com/img/2003/01/evanescence-qx6-bringmetolife-cqx-180x180.jpg
2003-09-17,Forever And For Always,Shania Twain,29,25,20,18,#
2003-09-17,Senorita,Justin Timberlake,30,33,30,8,#
2003-09-17,Magic Stick,Lil' Kim Featuring 50 Cent,31,30,2,22,#
2003-09-17,Come Over,Aaliyah,32,40,32,15,https://charts-static.billboard.com/img/2003/03/aaliyah-dzg-comeover-96k-180x180.jpg
2003-09-17,No Shoes; No Shirt; No Problems,Kenny Chesney,33,32,28,13,#
2003-09-17,Real Good Man,Tim McGraw,34,36,34,11,#
2003-09-17,Miss Independent,Kelly Clarkson,35,34,9,19,#
2003-09-17,Suga Suga,Baby Bash Featuring Frankie J,36,42,36,5,https://charts-static.billboard.com/img/2003/06/baby-bash-itn-sugasuga-ok4-180x180.jpg
2003-09-17,Help Pour Out The Rain (Lacey's Song),Buddy Jewell,37,37,37,14,#
2003-09-17,Stand Up,Ludacris Featuring Shawnna,38,59,38,3,#
2003-09-17,Dance With My Father,Luther Vandross,39,39,39,13,https://charts-static.billboard.com/img/2003/05/luther-vandross-8mi-dancewithmyfather-6ue-180x180.jpg
2003-09-17,Here Without You,3 Doors Down,40,46,40,4,#
2003-09-17,Rock Wit U (Awww Baby),Ashanti,41,31,2,20,#
2003-09-17,So Far Away,Staind,42,45,42,8,#
2003-09-17,Get Busy,Sean Paul,43,38,1,31,#
2003-09-17,I Want You,Thalia Featuring Fat Joe,44,35,22,15,https://charts-static.billboard.com/img/2003/05/thalia-82k-180x180.jpg
2003-09-17,When I'm Gone,3 Doors Down,45,41,4,44,https://charts-static.billboard.com/img/2002/10/3-doors-down-iph-whenimgone-6r8-180x180.jpg
2003-09-17,Headstrong,Trapt,46,49,46,22,#
2003-09-17,So Gone,Monica,47,44,10,22,#
2003-09-17,Bigger Than My Body,John Mayer,48,53,48,4,#
2003-09-17,Rain On Me,Ashanti,49,67,49,4,https://charts-static.billboard.com/img/2003/07/ashanti-4h4-rainonme-8x9-180x180.jpg
2003-09-17,Red Dirt Road,Brooks & Dunn,50,43,25,17,#
2003-09-17,Faint,Linkin Park,51,51,48,9,#
2003-09-17,Ooh!,Mary J. Blige,52,60,52,3,#
2003-09-17,This One's For The Girls,Martina McBride,53,54,52,7,#
2003-09-17,Addicted,Simple Plan,54,55,45,13,#
2003-09-17,Tough Little Boys,Gary Allan,55,62,55,5,#
2003-09-17,Who Wouldn't Wanna Be Me,Keith Urban,56,56,56,6,#
2003-09-17,Harder To Breathe,Maroon 5,57,57,57,5,#
2003-09-17,Walked Outta Heaven,Jagged Edge,58,65,58,3,#
2003-09-17,Step In The Name Of Love,R. Kelly,59,63,59,5,#
2003-09-17,A Few Questions,Clay Walker,60,61,60,7,#
2003-09-17,Celebrity,Brad Paisley,61,47,31,15,#
2003-09-17,Girls And Boys,Good Charlotte,62,48,48,9,#
2003-09-17,I Melt,Rascal Flatts,63,64,63,5,#
2003-09-17,I Love This Bar,Toby Keith,64,71,64,3,https://charts-static.billboard.com/img/2003/08/toby-keith-r76-ilovethisbar-56o-180x180.jpg
2003-09-17,Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,65,80,65,3,#
2003-09-17,Signs Of Love Makin',Tyrese,66,74,57,9,#
2003-09-17,Show Me How To Live,Audioslave,67,75,67,6,#
2003-09-17,Someday,Nickelback,68,68,68,5,https://charts-static.billboard.com/img/2003/08/nickelback-ecq-someday-odo-180x180.jpg
2003-09-17,Wave On Wave,Pat Green,69,69,69,4,#
2003-09-17,Where The Hood At,DMX,70,70,70,5,https://charts-static.billboard.com/img/2003/07/dmx-kb0-wherethehoodat-h5k-180x180.jpg
2003-09-17,So Yesterday,Hilary Duff,71,73,53,6,#
2003-09-17,Heaven,Live,72,77,72,4,#
2003-09-17,Holidae In,Chingy Featuring Ludacris & Snoop Dogg,73,73,1,-,#
2003-09-17,Low,Kelly Clarkson,74,74,1,-,#
2003-09-17,White Flag,Dido,75,75,1,-,https://charts-static.billboard.com/img/2003/07/dido-jys-whiteflag-yvs-180x180.jpg
2003-09-17,Why Can't I?,Liz Phair,76,76,1,-,#
2003-09-17,Intuition,Jewel,77,72,20,20,#
2003-09-17,Got Some Teeth,Obie Trice,78,85,78,3,#
2003-09-17,Then They Do,Trace Adkins,79,76,52,10,#
2003-09-17,Light Your A** On Fire,Busta Rhymes,80,58,58,7,#
2003-09-17,Seven Nation Army,The White Stripes,81,83,76,18,https://charts-static.billboard.com/img/2003/03/the-white-stripes-4sm-sevennationarmy-bnw-180x180.jpg
2003-09-17,24's,T.I.,82,82,82,8,#
2003-09-17,Walk A Little Straighter,Billy Currington,83,84,83,5,#
2003-09-17,(There's Gotta Be) More To Life,Stacie Orrico,84,84,1,-,#
2003-09-17,Hole In The World,Eagles,85,79,69,8,#
2003-09-17,Lovin' All Night,Patty Loveless,86,86,86,5,#
2003-09-17,Did My Time,Korn,87,81,38,7,#
2003-09-17,Amazing,Josh Kelley,88,89,88,7,#
2003-09-17,This Is The Night,Clay Aiken,89,87,1,13,#
2003-09-17,Love At 1st Sight,Mary J. Blige Featuring Method Man,90,78,22,12,#
2003-09-17,Send The Pain Below,Chevelle,91,90,65,20,#
2003-09-17,Danger,Erykah Badu,92,96,92,5,#
2003-09-17,Officially Missing You,Tamia,93,92,83,8,#
2003-09-17,Pon De River; Pon De Bank,Elephant Man,94,88,88,5,#
2003-09-17,Crazy,Javier,95,99,95,6,#
2003-09-17,Just Because,Jane's Addiction,96,97,72,9,#
2003-09-17,Roun' The Globe,Nappy Roots,97,100,96,4,#
2003-09-17,Simply Being Loved (Somnambulist),BT,98,98,98,2,#
2003-09-17,Find A Way,Dwele,99,99,1,-,#
2003-09-17,99.9% Sure (I've Never Been Here Before),Brian McComas,100,94,57,11,#
2003-09-24,Shake Ya Tailfeather,Nelly| P. Diddy & Murphy Lee,1,1,1,14,#
2003-09-24,Baby Boy,Beyonce Featuring Sean Paul,2,2,2,7,#
2003-09-24,Right Thurr,Chingy,3,3,2,20,#
2003-09-24,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,4,6,4,22,#
2003-09-24,Into You,Fabolous Featuring Tamia Or Ashanti,5,4,4,16,#
2003-09-24,P.I.M.P.,50 Cent,6,8,3,18,#
2003-09-24,Frontin',Pharrell Featuring Jay-Z,7,5,5,16,https://charts-static.billboard.com/img/2003/05/pharrell-williams-vru-frontin-mop-180x180.jpg
2003-09-24,Crazy In Love,Beyonce Featuring Jay Z,8,7,1,19,https://charts-static.billboard.com/img/2003/05/beyonce-n2a-crazyinlove-r6k-180x180.jpg
2003-09-24,Where Is The Love?,The Black Eyed Peas,9,9,8,16,#
2003-09-24,Unwell,matchbox twenty,10,10,5,28,#
2003-09-24,Damn!,YoungBloodZ Featuring Lil Jon,11,11,11,8,#
2003-09-24,Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,12,12,12,9,#
2003-09-24,My Love Is Like... Wo,Mya,13,13,13,14,#
2003-09-24,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,14,16,14,10,#
2003-09-24,Thoia Thoing,R. Kelly,15,22,15,11,#
2003-09-24,The Remedy (I Won't Worry),Jason Mraz,16,15,15,22,#
2003-09-24,Drift Away,Uncle Kracker Featuring Dobie Gray,17,18,9,27,#
2003-09-24,Let's Get Down,Bow Wow Featuring Baby,18,14,14,13,#
2003-09-24,Can't Stop; Won't Stop,Young Gunz,19,23,19,8,#
2003-09-24,The Boys Of Summer,The Ataris,20,20,20,10,#
2003-09-24,Stand Up,Ludacris Featuring Shawnna,21,38,21,4,#
2003-09-24,What Was I Thinkin',Dierks Bentley,22,25,22,15,#
2003-09-24,It's Five O'Clock Somewhere,Alan Jackson & Jimmy Buffett,23,21,17,14,https://charts-static.billboard.com/img/2003/06/alan-jackson-jbt-itsfiveoclocksomewhere-yan-180x180.jpg
2003-09-24,Calling All Angels,Train,24,19,19,19,https://charts-static.billboard.com/img/2003/04/train-z35-106x106.jpg
2003-09-24,Here Without You,3 Doors Down,25,40,25,5,#
2003-09-24,Never Leave You - Uh Ooh; Uh Oooh!,Lumidee,26,17,3,18,#
2003-09-24,Senorita,Justin Timberlake,27,30,27,9,#
2003-09-24,Real Good Man,Tim McGraw,28,34,28,12,#
2003-09-24,Are You Happy Now?,Michelle Branch,29,26,16,18,#
2003-09-24,Suga Suga,Baby Bash Featuring Frankie J,30,36,30,6,https://charts-static.billboard.com/img/2003/06/baby-bash-itn-sugasuga-ok4-180x180.jpg
2003-09-24,Forever And For Always,Shania Twain,31,29,20,19,#
2003-09-24,Come Over,Aaliyah,32,32,32,16,https://charts-static.billboard.com/img/2003/03/aaliyah-dzg-comeover-96k-180x180.jpg
2003-09-24,Bring Me To Life,Evanescence Featuring Paul McCoy,33,28,5,29,https://charts-static.billboard.com/img/2003/01/evanescence-qx6-bringmetolife-cqx-180x180.jpg
2003-09-24,Rain On Me,Ashanti,34,49,34,5,https://charts-static.billboard.com/img/2003/07/ashanti-4h4-rainonme-8x9-180x180.jpg
2003-09-24,Help Pour Out The Rain (Lacey's Song),Buddy Jewell,35,37,35,15,#
2003-09-24,In Those Jeans,Ginuwine,36,24,8,16,#
2003-09-24,So Far Away,Staind,37,42,37,9,#
2003-09-24,Dance With My Father,Luther Vandross,38,39,38,14,https://charts-static.billboard.com/img/2003/05/luther-vandross-8mi-dancewithmyfather-6ue-180x180.jpg
2003-09-24,Magic Stick,Lil' Kim Featuring 50 Cent,39,31,2,23,#
2003-09-24,Harder To Breathe,Maroon 5,40,57,40,6,#
2003-09-24,No Shoes; No Shirt; No Problems,Kenny Chesney,41,33,28,14,#
2003-09-24,Like Glue,Sean Paul,42,27,13,17,#
2003-09-24,Miss Independent,Kelly Clarkson,43,35,9,20,#
2003-09-24,Headstrong,Trapt,44,46,44,23,#
2003-09-24,Bigger Than My Body,John Mayer,45,48,45,5,#
2003-09-24,Rock Wit U (Awww Baby),Ashanti,46,41,2,21,#
2003-09-24,When I'm Gone,3 Doors Down,47,45,4,45,https://charts-static.billboard.com/img/2002/10/3-doors-down-iph-whenimgone-6r8-180x180.jpg
2003-09-24,Walked Outta Heaven,Jagged Edge,48,58,48,4,#
2003-09-24,Ooh!,Mary J. Blige,49,52,49,4,#
2003-09-24,Get Busy,Sean Paul,50,43,1,32,#
2003-09-24,Tough Little Boys,Gary Allan,51,55,51,6,#
2003-09-24,Who Wouldn't Wanna Be Me,Keith Urban,52,56,52,7,#
2003-09-24,This One's For The Girls,Martina McBride,53,53,52,8,#
2003-09-24,Faint,Linkin Park,54,51,48,10,#
2003-09-24,Addicted,Simple Plan,55,54,45,14,#
2003-09-24,I Love This Bar,Toby Keith,56,64,56,4,https://charts-static.billboard.com/img/2003/08/toby-keith-r76-ilovethisbar-56o-180x180.jpg
2003-09-24,I Melt,Rascal Flatts,57,63,57,6,#
2003-09-24,Step In The Name Of Love,R. Kelly,58,59,58,6,#
2003-09-24,A Few Questions,Clay Walker,59,60,59,8,#
2003-09-24,Red Dirt Road,Brooks & Dunn,60,50,25,18,#
2003-09-24,Holidae In,Chingy Featuring Ludacris & Snoop Dogg,61,73,61,2,#
2003-09-24,Girls And Boys,Good Charlotte,62,62,48,10,#
2003-09-24,Someday,Nickelback,63,68,63,6,https://charts-static.billboard.com/img/2003/08/nickelback-ecq-someday-odo-180x180.jpg
2003-09-24,Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,64,65,64,4,#
2003-09-24,I Want You,Thalia Featuring Fat Joe,65,44,22,16,https://charts-static.billboard.com/img/2003/05/thalia-82k-180x180.jpg
2003-09-24,So Yesterday,Hilary Duff,66,71,53,7,#
2003-09-24,Show Me How To Live,Audioslave,67,67,67,7,#
2003-09-24,Where The Hood At,DMX,68,70,68,6,https://charts-static.billboard.com/img/2003/07/dmx-kb0-wherethehoodat-h5k-180x180.jpg
2003-09-24,Wave On Wave,Pat Green,69,69,69,5,#
2003-09-24,Low,Kelly Clarkson,70,74,70,2,#
2003-09-24,Celebrity,Brad Paisley,71,61,31,16,#
2003-09-24,Heaven,Live,72,72,72,5,#
2003-09-24,Bright Lights,matchbox twenty,73,73,1,-,#
2003-09-24,Got Some Teeth,Obie Trice,74,78,74,4,#
2003-09-24,White Flag,Dido,75,75,75,2,https://charts-static.billboard.com/img/2003/07/dido-jys-whiteflag-yvs-180x180.jpg
2003-09-24,Why Can't I?,Liz Phair,76,76,76,2,#
2003-09-24,Signs Of Love Makin',Tyrese,77,66,57,10,#
2003-09-24,Weak And Powerless,A Perfect Circle,78,78,1,-,#
2003-09-24,(There's Gotta Be) More To Life,Stacie Orrico,79,84,79,2,#
2003-09-24,Seven Nation Army,The White Stripes,80,81,76,19,https://charts-static.billboard.com/img/2003/03/the-white-stripes-4sm-sevennationarmy-bnw-180x180.jpg
2003-09-24,24's,T.I.,81,82,81,9,#
2003-09-24,Walk A Little Straighter,Billy Currington,82,83,82,6,#
2003-09-24,The Way You Move,OutKast Featuring Sleepy Brown,83,83,1,-,https://charts-static.billboard.com/img/2003/08/outkast-bcy-thewayyoumove-r60-180x180.jpg
2003-09-24,Lovin' All Night,Patty Loveless,84,86,84,6,#
2003-09-24,Light Your A** On Fire,Busta Rhymes,85,80,58,8,#
2003-09-24,Hole In The World,Eagles,86,85,69,9,#
2003-09-24,Then They Do,Trace Adkins,87,79,52,11,#
2003-09-24,Amazing,Josh Kelley,88,88,88,8,#
2003-09-24,Knock Knock,Monica,89,89,1,-,#
2003-09-24,Officially Missing You,Tamia,90,93,83,9,#
2003-09-24,Did My Time,Korn,91,87,38,8,#
2003-09-24,Danger,Erykah Badu,92,92,92,6,#
2003-09-24,Rest In Pieces,Saliva,93,93,1,-,#
2003-09-24,Rubberneckin',Elvis Presley,94,94,1,-,#
2003-09-24,Naggin,Ying Yang Twins,95,95,1,-,#
2003-09-24,This Is The Night,Clay Aiken,96,89,1,14,#
2003-09-24,Pon De River; Pon De Bank,Elephant Man,97,94,88,6,#
2003-09-24,Simply Being Loved (Somnambulist),BT,98,98,98,3,#
2003-09-24,Find A Way,Dwele,99,99,99,2,#
2003-09-24,Love At 1st Sight,Mary J. Blige Featuring Method Man,100,90,22,13,#
2003-10-01,Baby Boy,Beyonce Featuring Sean Paul,1,2,1,8,#
2003-10-01,Shake Ya Tailfeather,Nelly| P. Diddy & Murphy Lee,2,1,1,15,#
2003-10-01,Right Thurr,Chingy,3,3,2,21,#
2003-10-01,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,4,4,4,23,#
2003-10-01,Frontin',Pharrell Featuring Jay-Z,5,7,5,17,https://charts-static.billboard.com/img/2003/05/pharrell-williams-vru-frontin-mop-180x180.jpg
2003-10-01,Into You,Fabolous Featuring Tamia Or Ashanti,6,5,4,17,#
2003-10-01,P.I.M.P.,50 Cent,7,6,3,19,#
2003-10-01,Where Is The Love?,The Black Eyed Peas,8,9,8,17,#
2003-10-01,Damn!,YoungBloodZ Featuring Lil Jon,9,11,9,9,#
2003-10-01,Unwell,matchbox twenty,10,10,5,29,#
2003-10-01,Crazy In Love,Beyonce Featuring Jay Z,11,8,1,20,https://charts-static.billboard.com/img/2003/05/beyonce-n2a-crazyinlove-r6k-180x180.jpg
2003-10-01,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,12,14,12,11,#
2003-10-01,Thoia Thoing,R. Kelly,13,15,13,12,#
2003-10-01,Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,14,12,12,10,#
2003-10-01,Stand Up,Ludacris Featuring Shawnna,15,21,15,5,#
2003-10-01,Can't Stop; Won't Stop,Young Gunz,16,19,16,9,#
2003-10-01,Here Without You,3 Doors Down,17,25,17,6,#
2003-10-01,My Love Is Like... Wo,Mya,18,13,13,15,#
2003-10-01,The Remedy (I Won't Worry),Jason Mraz,19,16,15,23,#
2003-10-01,Rain On Me,Ashanti,20,34,20,6,https://charts-static.billboard.com/img/2003/07/ashanti-4h4-rainonme-8x9-180x180.jpg
2003-10-01,Drift Away,Uncle Kracker Featuring Dobie Gray,21,17,9,28,#
2003-10-01,What Was I Thinkin',Dierks Bentley,22,22,22,16,#
2003-10-01,The Boys Of Summer,The Ataris,23,20,20,11,#
2003-10-01,It's Five O'Clock Somewhere,Alan Jackson & Jimmy Buffett,24,23,17,15,https://charts-static.billboard.com/img/2003/06/alan-jackson-jbt-itsfiveoclocksomewhere-yan-180x180.jpg
2003-10-01,Suga Suga,Baby Bash Featuring Frankie J,25,30,25,7,https://charts-static.billboard.com/img/2003/06/baby-bash-itn-sugasuga-ok4-180x180.jpg
2003-10-01,Calling All Angels,Train,26,24,19,20,https://charts-static.billboard.com/img/2003/04/train-z35-106x106.jpg
2003-10-01,Real Good Man,Tim McGraw,27,28,27,13,#
2003-10-01,Let's Get Down,Bow Wow Featuring Baby,28,18,14,14,#
2003-10-01,Help Pour Out The Rain (Lacey's Song),Buddy Jewell,29,35,29,16,#
2003-10-01,Harder To Breathe,Maroon 5,30,40,30,7,#
2003-10-01,Holidae In,Chingy Featuring Ludacris & Snoop Dogg,31,61,31,3,#
2003-10-01,Forever And For Always,Shania Twain,32,31,20,20,#
2003-10-01,So Far Away,Staind,33,37,33,10,#
2003-10-01,Come Over,Aaliyah,34,32,32,17,https://charts-static.billboard.com/img/2003/03/aaliyah-dzg-comeover-96k-180x180.jpg
2003-10-01,Bring Me To Life,Evanescence Featuring Paul McCoy,35,33,5,30,https://charts-static.billboard.com/img/2003/01/evanescence-qx6-bringmetolife-cqx-180x180.jpg
2003-10-01,Never Leave You - Uh Ooh; Uh Oooh!,Lumidee,36,26,3,19,#
2003-10-01,Walked Outta Heaven,Jagged Edge,37,48,37,5,#
2003-10-01,Are You Happy Now?,Michelle Branch,38,29,16,19,#
2003-10-01,Senorita,Justin Timberlake,39,27,27,10,#
2003-10-01,Step In The Name Of Love,R. Kelly,40,58,40,7,#
2003-10-01,Ooh!,Mary J. Blige,41,49,41,5,#
2003-10-01,Headstrong,Trapt,42,44,42,24,#
2003-10-01,Bigger Than My Body,John Mayer,43,45,43,6,#
2003-10-01,Dance With My Father,Luther Vandross,44,38,38,15,https://charts-static.billboard.com/img/2003/05/luther-vandross-8mi-dancewithmyfather-6ue-180x180.jpg
2003-10-01,Tough Little Boys,Gary Allan,45,51,45,7,#
2003-10-01,This One's For The Girls,Martina McBride,46,53,46,9,#
2003-10-01,Who Wouldn't Wanna Be Me,Keith Urban,47,52,47,8,#
2003-10-01,No Shoes; No Shirt; No Problems,Kenny Chesney,48,41,28,15,#
2003-10-01,I Love This Bar,Toby Keith,49,56,49,5,https://charts-static.billboard.com/img/2003/08/toby-keith-r76-ilovethisbar-56o-180x180.jpg
2003-10-01,Magic Stick,Lil' Kim Featuring 50 Cent,50,39,2,24,#
2003-10-01,I Melt,Rascal Flatts,51,57,51,7,#
2003-10-01,Clubbin,Marques Houston Featuring Joe Budden & Pied Piper,52,64,52,5,#
2003-10-01,In Those Jeans,Ginuwine,53,36,8,17,#
2003-10-01,Someday,Nickelback,54,63,54,7,https://charts-static.billboard.com/img/2003/08/nickelback-ecq-someday-odo-180x180.jpg
2003-10-01,A Few Questions,Clay Walker,55,59,55,9,#
2003-10-01,Faint,Linkin Park,56,54,48,11,#
2003-10-01,So Yesterday,Hilary Duff,57,66,53,8,#
2003-10-01,Got Some Teeth,Obie Trice,58,74,58,5,#
2003-10-01,Red Dirt Road,Brooks & Dunn,59,60,25,19,#
2003-10-01,Low,Kelly Clarkson,60,70,60,3,#
2003-10-01,Like Glue,Sean Paul,61,42,13,18,#
2003-10-01,Wave On Wave,Pat Green,62,69,62,6,#
2003-10-01,The Way You Move,OutKast Featuring Sleepy Brown,63,83,63,2,https://charts-static.billboard.com/img/2003/08/outkast-bcy-thewayyoumove-r60-180x180.jpg
2003-10-01,Bright Lights,matchbox twenty,64,73,64,2,#
2003-10-01,White Flag,Dido,65,75,65,3,https://charts-static.billboard.com/img/2003/07/dido-jys-whiteflag-yvs-180x180.jpg
2003-10-01,Heaven,Live,66,72,66,6,#
2003-10-01,Why Can't I?,Liz Phair,67,76,67,3,#
2003-10-01,Signs Of Love Makin',Tyrese,68,77,57,11,#
2003-10-01,Show Me How To Live,Audioslave,69,67,67,8,#
2003-10-01,Girls And Boys,Good Charlotte,70,62,48,11,#
2003-10-01,Read Your Mind,Avant,71,71,1,-,#
2003-10-01,Celebrity,Brad Paisley,72,71,31,17,#
2003-10-01,(There's Gotta Be) More To Life,Stacie Orrico,73,79,73,3,#
2003-10-01,Addicted,Simple Plan,74,55,45,15,#
2003-10-01,Weak And Powerless,A Perfect Circle,75,78,75,2,#
2003-10-01,Cowboys Like Us,George Strait,76,76,1,-,#
2003-10-01,If I Can't,50 Cent,77,77,1,-,#
2003-10-01,Where The Hood At,DMX,78,68,68,7,https://charts-static.billboard.com/img/2003/07/dmx-kb0-wherethehoodat-h5k-180x180.jpg
2003-10-01,Walk A Little Straighter,Billy Currington,79,82,79,7,#
2003-10-01,24's,T.I.,80,81,80,10,#
2003-10-01,Seven Nation Army,The White Stripes,81,80,76,20,https://charts-static.billboard.com/img/2003/03/the-white-stripes-4sm-sevennationarmy-bnw-180x180.jpg
2003-10-01,Lovin' All Night,Patty Loveless,82,84,82,7,#
2003-10-01,Knock Knock,Monica,83,89,83,2,#
2003-10-01,Amazing,Josh Kelley,84,88,84,9,#
2003-10-01,Officially Missing You,Tamia,85,90,83,10,#
2003-10-01,Hole In The World,Eagles,86,86,69,10,#
2003-10-01,I Want You,Thalia Featuring Fat Joe,87,65,22,17,https://charts-static.billboard.com/img/2003/05/thalia-82k-180x180.jpg
2003-10-01,Light Your A** On Fire,Busta Rhymes,88,85,58,9,#
2003-10-01,Did My Time,Korn,89,91,38,9,#
2003-10-01,Pon De River; Pon De Bank,Elephant Man,90,97,88,7,#
2003-10-01,Danger,Erykah Badu,91,92,91,7,#
2003-10-01,Then They Do,Trace Adkins,92,87,52,12,#
2003-10-01,Naggin,Ying Yang Twins,93,95,93,2,#
2003-10-01,Honesty (Write Me A List),Rodney Atkins,94,94,1,-,#
2003-10-01,Milkshake,Kelis,95,95,1,-,https://charts-static.billboard.com/img/2003/08/kelis-nfy-milkshake-hz2-180x180.jpg
2003-10-01,Find A Way,Dwele,96,99,96,3,#
2003-10-01,Sympathy For The Devil (Remixes),The Rolling Stones,97,97,1,-,#
2003-10-01,This Is The Night,Clay Aiken,98,96,1,15,#
2003-10-01,Rest In Pieces,Saliva,99,93,93,2,#
2003-10-01,Rubberneckin',Elvis Presley,100,94,94,2,#
2003-10-08,Baby Boy,Beyonce Featuring Sean Paul,1,1,1,9,#
2003-10-08,Shake Ya Tailfeather,Nelly| P. Diddy & Murphy Lee,2,2,1,16,#
2003-10-08,Get Low,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,3,4,3,24,#
2003-10-08,Right Thurr,Chingy,4,3,2,22,#
2003-10-08,Frontin',Pharrell Featuring Jay-Z,5,5,5,18,https://charts-static.billboard.com/img/2003/05/pharrell-williams-vru-frontin-mop-180x180.jpg
2003-10-08,Damn!,YoungBloodZ Featuring Lil Jon,6,9,6,10,#
2003-10-08,P.I.M.P.,50 Cent,7,7,3,20,#
2003-10-08,Into You,Fabolous Featuring Tamia Or Ashanti,8,6,4,18,#
2003-10-08,Stand Up,Ludacris Featuring Shawnna,9,15,9,6,#
2003-10-08,Where Is The Love?,The Black Eyed Peas,10,8,8,18,#
2003-10-08,Unwell,matchbox twenty,11,10,5,30,#
2003-10-08,Why Don't You & I,Santana Featuring Alex Band Or Chad Kroeger,12,12,12,12,#
2003-10-08,Here Without You,3 Doors Down,13,17,13,7,#
2003-10-08,Crazy In Love,Beyonce Featuring Jay Z,14,11,1,21,https://charts-static.billboard.com/img/2003/05/beyonce-n2a-crazyinlove-r6k-180x180.jpg
2003-10-08,Can't Stop; Won't Stop,Young Gunz,15,16,15,10,#
2003-10-08,Rain On Me,Ashanti,16,20,16,7,https://charts-static.billboard.com/img/2003/07/ashanti-4h4-rainonme-8x9-180x180.jpg
2003-10-08,Thoia Thoing,R. Kelly,17,13,13,13,#
2003-10-08,Can't Hold Us Down,Christina Aguilera Featuring Lil' Kim,18,14,12,11,#
2003-10-08,My Love Is Like... Wo,Mya,19,18,13,16,#
2003-10-08,The Remedy (I Won't Worry),Jason Mraz,20,19,15,24,#
2003-10-08,Holidae In,Chingy Featuring Ludacris & Snoop Dogg,21,31,21,4,#
2003-10-08,Suga Suga,Baby Bash Featuring Frankie J,22,25,22,8,https://charts-static.billboard.com/img/2003/06/baby-bash-itn-sugasuga-ok4-180x180.jpg
2003-10-08,Calling All Angels,Train,23,26,19,21,https://charts-static.billboard.com/img/2003/04/train-z35-106x106.jpg
